season,week,celebrity_name,predicted_fan_votes,predicted_fan_percentage
27.0,3.0,DeMarcus Ware,95649.49799760642,9.607841574315316
27.0,3.0,Evanna Lynch,98841.30887323189,9.959654284616585
27.0,3.0,Joe Amabile,68510.71139411631,6.647195701233995
27.0,3.0,John Schneider,78571.0899888936,7.737482650166812
27.0,3.0,Juan Pablo Di Pace,108953.9792880272,11.078176433930613
27.0,3.0,Mary Lou Retton,88828.22331495082,8.858220255162946
27.0,3.0,Milo Manheim,98816.08874103075,9.956876325554088
27.0,3.0,Nancy McKeon,82043.85263889731,8.115988810831917
27.0,3.0,Tinashe,98819.82427576387,9.957269781136874
27.0,4.0,Alexis Ren,107146.02468727645,10.77625620098665
27.0,4.0,Bobby Bones,87343.42089233322,8.613658208359709
27.0,4.0,DeMarcus Ware,95358.38157345774,9.48598953932751
27.0,4.0,Evanna Lynch,103202.3026783807,10.343670086839902
27.0,4.0,Joe Amabile,67404.42620251216,6.46583898063471
27.0,4.0,John Schneider,91353.35621734106,9.049529213346183
27.0,4.0,Juan Pablo Di Pace,103207.0351903604,10.344217958144288
27.0,4.0,Mary Lou Retton,111070.7320942285,11.207554211827619
27.0,4.0,Milo Manheim,122807.89566009094,12.501809899924327
27.0,4.0,Tinashe,111106.42480401881,11.211475700609103
27.0,5.0,Alexis Ren,129039.99718784452,13.066390553497298
27.0,5.0,Bobby Bones,95866.02280508638,9.449846402874305
27.0,5.0,DeMarcus Ware,116742.43547608571,11.719559607663017
27.0,5.0,Evanna Lynch,108278.06882904615,10.796522537413384
27.0,5.0,Joe Amabile,79271.07379686298,7.665015810779528
27.0,5.0,John Schneider,108485.88308033133,10.819134068904747
27.0,5.0,Juan Pablo Di Pace,129003.26308070641,13.062345750664779
27.0,5.0,Mary Lou Retton,112489.88816512654,11.25539978831567
27.0,5.0,Milo Manheim,120823.36757890995,12.165785479887273
27.0,6.0,Alexis Ren,117395.33233415175,11.791289618581093
27.0,6.0,Bobby Bones,97348.2079173595,9.610511271910495
27.0,6.0,DeMarcus Ware,113311.86973922043,11.34539771923211
27.0,6.0,Evanna Lynch,125436.26118488186,12.6714586324515
27.0,6.0,Joe Amabile,97185.76805470955,9.592895879616513
27.0,6.0,John Schneider,85252.83188902098,8.306267842666779
27.0,6.0,Juan Pablo Di Pace,129283.41538754682,13.09352335923136
27.0,6.0,Mary Lou Retton,105379.78327425316,10.481629978722198
27.0,6.0,Milo Manheim,129406.53021885594,13.107025697587954
27.0,7.0,Alexis Ren,126429.6372981132,12.654135497038064
27.0,7.0,Bobby Bones,122206.34762773893,12.195726812977027
27.0,7.0,DeMarcus Ware,122045.28267408365,12.178274493145766
27.0,7.0,Evanna Lynch,134768.58457907042,13.561315604262926
27.0,7.0,Joe Amabile,109376.66022574606,10.808008455732903
27.0,7.0,John Schneider,124245.85571664688,12.417022652537637
27.0,7.0,Juan Pablo Di Pace,128433.460444167,12.871888412819557
27.0,7.0,Milo Manheim,132494.17143443387,13.313628071486118
27.0,8.0,Alexis Ren,179252.58903273277,18.01742350159184
27.0,8.0,Bobby Bones,141519.3821233189,13.968667289090696
27.0,8.0,Evanna Lynch,179268.08001787914,18.019094127062516
27.0,8.0,Joe Amabile,144496.47575428462,14.286614135301113
27.0,8.0,Juan Pablo Di Pace,184800.9984743768,18.615771261568565
27.0,8.0,Milo Manheim,170662.47459740777,17.092429685385277
27.0,9.0,Alexis Ren,247027.8677266459,24.683909316052098
27.0,9.0,Bobby Bones,234635.8664288424,23.37007801814148
27.0,9.0,Evanna Lynch,259067.75183162873,25.9623393113849
27.0,9.0,Milo Manheim,259268.51401288295,25.983673354421526
19.0,1.0,Alfonso Ribeiro,94848.58403059938,9.679985679710175
19.0,1.0,Antonio Sabato Jr.,68034.14318068203,6.708459533389768
19.0,1.0,Bethany Mota,85257.40557767818,8.610335523291043
19.0,1.0,Betsey Johnson,55854.995580597206,5.382877904864049
19.0,1.0,Janel Parrish,77917.275341823,7.796518068989288
19.0,1.0,Jonathan Bennett,80256.28199512651,8.05535345551282
19.0,1.0,Lea Thompson,85130.5400190971,8.59625857946662
19.0,1.0,Lolo Jones,60793.27709806373,5.918087893009903
19.0,1.0,Michael Waltrip,68107.48082710418,6.716508898288841
19.0,1.0,Randy Couture,82959.40882089554,8.355105233763227
19.0,1.0,Sadie Robertson,90069.95681421238,9.146255146122705
19.0,1.0,Tavis Smiley,77717.0196774472,7.774391576779284
19.0,1.0,Tommy Chong,73053.63103667357,7.259862506812276
19.0,2.0,Alfonso Ribeiro,87994.28287098778,8.845461114995214
19.0,2.0,Antonio Sabato Jr.,85401.37639169999,8.559084273067779
19.0,2.0,Bethany Mota,90375.0405323217,9.108846389796131
19.0,2.0,Betsey Johnson,77803.94434027803,7.723029927084272
19.0,2.0,Janel Parrish,93023.0466824907,9.402248947459972
19.0,2.0,Jonathan Bennett,82849.17430782304,8.2777059983496
19.0,2.0,Lea Thompson,95453.57935117635,9.671999743644363
19.0,2.0,Michael Waltrip,67876.61539308127,6.638474262355255
19.0,2.0,Randy Couture,77985.15401055351,7.742904866842365
19.0,2.0,Sadie Robertson,85475.38778031613,8.567228341397694
19.0,2.0,Tavis Smiley,77907.3208770107,7.73435141946651
19.0,2.0,Tommy Chong,77855.0774622608,7.728664715540845
19.0,3.0,Alfonso Ribeiro,90731.71029911756,9.06736454718891
19.0,3.0,Antonio Sabato Jr.,82982.11675065961,8.218652716224039
19.0,3.0,Bethany Mota,111287.52650242484,11.33740511431037
19.0,3.0,Betsey Johnson,83002.84591677484,8.22093859844494
19.0,3.0,Janel Parrish,111094.79885040085,11.316001085274415
19.0,3.0,Jonathan Bennett,90712.54408010528,9.065242475372528
19.0,3.0,Lea Thompson,88117.19309998423,8.780513273042025
19.0,3.0,Michael Waltrip,80401.6259149386,7.937093088156878
19.0,3.0,Randy Couture,74992.01465169113,7.348697724322988
19.0,3.0,Sadie Robertson,90766.747185496,9.071196393465469
19.0,3.0,Tommy Chong,95910.87674840704,9.636894984197443
19.0,4.0,Alfonso Ribeiro,122787.59506446042,12.49901702380442
19.0,4.0,Antonio Sabato Jr.,91529.13847720536,9.068268493012745
19.0,4.0,Bethany Mota,102911.79239303971,10.311411496338424
19.0,4.0,Betsey Johnson,91475.16080918646,9.062394052660252
19.0,4.0,Janel Parrish,111379.56434788385,11.241035361578318
19.0,4.0,Jonathan Bennett,77057.0247978161,7.500780193256645
19.0,4.0,Lea Thompson,120039.26038191376,12.195407070753813
19.0,4.0,Michael Waltrip,79924.74548344951,7.810036780181682
19.0,4.0,Sadie Robertson,114224.92870851464,11.554231247291751
19.0,4.0,Tommy Chong,88670.78953653021,8.757418281121948
19.0,5.0,Alfonso Ribeiro,127405.58811404479,12.883100865334207
19.0,5.0,Antonio Sabato Jr.,106552.06242919588,10.605494474224953
19.0,5.0,Bethany Mota,120295.35210987477,12.104316387516123
19.0,5.0,Janel Parrish,123924.58789687461,12.501581650763557
19.0,5.0,Jonathan Bennett,92729.25098630002,9.10817325168603
19.0,5.0,Lea Thompson,127139.78654479558,12.853962573295522
19.0,5.0,Michael Waltrip,78476.20641318313,7.577696114454365
19.0,5.0,Sadie Robertson,134366.60550095604,13.64749311361512
19.0,5.0,Tommy Chong,89110.5600047752,8.718181569110126
19.0,6.0,Alfonso Ribeiro,131223.98545967753,13.309933937146297
19.0,6.0,Antonio Sabato Jr.,96853.82155449495,9.559384442728108
19.0,6.0,Bethany Mota,121871.8019459065,12.284002479588361
19.0,6.0,Janel Parrish,112635.45103175855,11.274428271835374
19.0,6.0,Jonathan Bennett,109356.5722997051,10.917008890606736
19.0,6.0,Lea Thompson,109430.06359759347,10.925018695759295
19.0,6.0,Michael Waltrip,103068.58434483425,10.233136296266531
19.0,6.0,Sadie Robertson,118849.5506739214,11.95322975832103
19.0,6.0,Tommy Chong,96710.16909210832,9.543857227748264
19.0,7.0,Alfonso Ribeiro,131116.95398129697,13.162481435900622
19.0,7.0,Antonio Sabato Jr.,114972.03464890769,11.41122012724779
19.0,7.0,Bethany Mota,143378.12795151013,14.499184457320741
19.0,7.0,Janel Parrish,129241.25207098022,12.9584859778209
19.0,7.0,Lea Thompson,134485.0163509078,13.529142951002028
19.0,7.0,Michael Waltrip,109624.99971955392,10.833782229796826
19.0,7.0,Sadie Robertson,120390.37753696134,11.997721055197358
19.0,7.0,Tommy Chong,116791.23773988191,11.607981765713735
19.0,8.0,Alfonso Ribeiro,163680.56340017598,16.531655347293604
19.0,8.0,Bethany Mota,159930.67832417254,16.12456670432505
19.0,8.0,Janel Parrish,170903.03908552843,17.316740173469274
19.0,8.0,Lea Thompson,130211.18283942493,12.913153146952979
19.0,8.0,Michael Waltrip,103786.53864549041,10.086073531187722
19.0,8.0,Sadie Robertson,152655.5624790772,15.335896206815626
19.0,8.0,Tommy Chong,118832.43522613049,11.691914889955745
19.0,9.0,Alfonso Ribeiro,179052.56345615134,17.996783852380606
19.0,9.0,Bethany Mota,172442.48322136665,17.28483780753442
19.0,9.0,Janel Parrish,179080.96263910335,17.999843742111103
19.0,9.0,Lea Thompson,163809.44226019667,16.35660355388005
19.0,9.0,Sadie Robertson,170315.93018030026,17.0560143904405
19.0,9.0,Tommy Chong,135298.61824288173,13.305916653653323
19.0,10.0,Alfonso Ribeiro,205209.59957033236,20.554835688638537
19.0,10.0,Bethany Mota,207855.70655941486,20.837917635204807
19.0,10.0,Janel Parrish,212826.6154861542,21.370027944893522
19.0,10.0,Sadie Robertson,202505.98970543878,20.265742208026005
19.0,10.0,Tommy Chong,171602.08867865978,16.971476523237133
19.0,11.0,Alfonso Ribeiro,255442.70578046798,25.57779232902865
19.0,11.0,Bethany Mota,243486.3720965961,24.308755686457886
19.0,11.0,Janel Parrish,249447.24305293936,24.941207568223046
19.0,11.0,Sadie Robertson,251623.67906999655,25.172244416290415
17.0,1.0,Amber Riley,103280.75567502042,10.538323684168049
17.0,1.0,Bill Engvall,71648.74461860138,7.046163664205075
17.0,1.0,Bill Nye,57184.27852768853,5.480172427451631
17.0,1.0,Brant Daugherty,85775.62562696736,8.596452392131901
17.0,1.0,Christina Milian,85847.07621056197,8.604336447630136
17.0,1.0,Corbin Bleu,92644.61070705396,9.356013753366911
17.0,1.0,Elizabeth Berkley Lauren,92690.40716185694,9.361103183397141
17.0,1.0,Jack Osbourne,89254.09073263558,8.980692953224276
17.0,1.0,Keyshawn Johnson,67908.78153001677,6.638886055392855
17.0,1.0,Leah Remini,82222.25779793895,8.204898286958123
17.0,1.0,"Nicole ""Snooki"" Polizzi",89302.6029371966,8.986034519849115
17.0,1.0,Valerie Harper,82240.76847446153,8.206922632224783
17.0,2.0,Amber Riley,89526.66130969563,9.012993941129338
17.0,2.0,Bill Engvall,79312.23999188442,7.886923565467776
17.0,2.0,Bill Nye,65594.73257812869,6.389305413645909
17.0,2.0,Brant Daugherty,86144.10825192442,8.63917889686303
17.0,2.0,Christina Milian,93025.54965842518,9.400509615677391
17.0,2.0,Corbin Bleu,96448.71910390946,9.780439129004476
17.0,2.0,Elizabeth Berkley Lauren,93057.0209476923,9.40399233537123
17.0,2.0,Jack Osbourne,89537.04049097937,9.014151080449244
17.0,2.0,Keyshawn Johnson,69181.36063924307,6.778993522719753
17.0,2.0,Leah Remini,89622.73450696515,9.023628535119144
17.0,2.0,"Nicole ""Snooki"" Polizzi",75977.99205747597,7.521190114505347
17.0,2.0,Valerie Harper,72571.8404636763,7.148693850047366
17.0,3.0,Amber Riley,93859.94368980099,9.408687580162221
17.0,3.0,Bill Engvall,93818.52872957013,9.404111933553533
17.0,3.0,Bill Nye,65344.79107770505,6.304742409871437
17.0,3.0,Brant Daugherty,104563.98512793535,10.589430882293428
17.0,3.0,Christina Milian,100916.61650440993,10.18631308629155
17.0,3.0,Corbin Bleu,101014.817703693,10.19715863842007
17.0,3.0,Elizabeth Berkley Lauren,97497.20945355263,9.809104202007294
17.0,3.0,Jack Osbourne,86779.60846915435,8.631686473569761
17.0,3.0,Leah Remini,93703.74078659194,9.391483523337348
17.0,3.0,"Nicole ""Snooki"" Polizzi",97525.30243847579,9.812211897365719
17.0,3.0,Valerie Harper,64975.45601911081,6.26506937312764
17.0,4.0,Amber Riley,112724.5697855823,11.393186314268078
17.0,4.0,Bill Engvall,89681.97341092724,8.870582378219519
17.0,4.0,Brant Daugherty,89660.99920238613,8.868286606170079
17.0,4.0,Christina Milian,101333.18090515294,10.142245415292045
17.0,4.0,Corbin Bleu,112773.971424256,11.398635129673107
17.0,4.0,Elizabeth Berkley Lauren,112689.3329690597,11.389305193957458
17.0,4.0,Jack Osbourne,101133.43971350799,10.1203809116831
17.0,4.0,Leah Remini,101161.62323703329,10.123469198814883
17.0,4.0,"Nicole ""Snooki"" Polizzi",101075.13529715243,10.113985979484843
17.0,4.0,Valerie Harper,77765.774054942,7.579922872436887
17.0,5.0,Amber Riley,110665.12847862126,11.061116988302652
17.0,5.0,Bill Engvall,102884.09236893771,10.21450812270169
17.0,5.0,Brant Daugherty,114531.47203136113,11.482946166412164
17.0,5.0,Christina Milian,118610.63719535747,11.928748621683967
17.0,5.0,Corbin Bleu,118351.30304187736,11.900382354367485
17.0,5.0,Elizabeth Berkley Lauren,110741.68066609693,11.069457899374944
17.0,5.0,Jack Osbourne,114596.05394874027,11.489992720434099
17.0,5.0,Leah Remini,94901.54547253257,9.349517489858542
17.0,5.0,"Nicole ""Snooki"" Polizzi",114718.08679647528,11.503329636864462
17.0,6.0,Amber Riley,137414.39216238578,13.84830471986487
17.0,6.0,Bill Engvall,105391.62417959623,10.37757487496063
17.0,6.0,Brant Daugherty,133610.0645284259,13.43377893820101
17.0,6.0,Corbin Bleu,117544.56204066431,11.6894404732828
17.0,6.0,Elizabeth Berkley Lauren,137291.48121146677,13.834898770778386
17.0,6.0,Jack Osbourne,117513.99350055521,11.686146479915802
17.0,6.0,Leah Remini,121629.71693151965,12.131990157164086
17.0,6.0,"Nicole ""Snooki"" Polizzi",129604.16544538614,12.997865585832416
17.0,7.0,Amber Riley,132460.96576840334,13.310377405326976
17.0,7.0,Bill Engvall,113833.75287640459,11.289561791992362
17.0,7.0,Brant Daugherty,128468.46365848032,12.876042664718813
17.0,7.0,Corbin Bleu,132500.66831756866,13.314698649150264
17.0,7.0,Elizabeth Berkley Lauren,122242.35995379921,12.199969471369586
17.0,7.0,Jack Osbourne,128354.93468985328,12.863704049048659
17.0,7.0,Leah Remini,120049.49382059174,11.962263434684017
17.0,7.0,"Nicole ""Snooki"" Polizzi",122089.36091489879,12.183382533709318
17.0,8.0,Amber Riley,145578.9669735376,14.578184942632094
17.0,8.0,Bill Engvall,126229.85450353342,12.49210848540246
17.0,8.0,Brant Daugherty,140983.23903425873,14.081515668758392
17.0,8.0,Corbin Bleu,155322.98866094058,15.633393945631731
17.0,8.0,Elizabeth Berkley Lauren,131024.91169675902,13.007793984328858
17.0,8.0,Jack Osbourne,155136.56068073632,15.613186536724994
17.0,8.0,Leah Remini,145723.47845023425,14.593816436521472
17.0,9.0,Amber Riley,162200.30092134807,16.18368833010924
17.0,9.0,Bill Engvall,135519.78732235325,13.32939939737979
17.0,9.0,Corbin Bleu,182910.29129002494,18.412624710570512
17.0,9.0,Elizabeth Berkley Lauren,177007.68665126764,17.776323853310227
17.0,9.0,Jack Osbourne,171073.98641459175,17.137471059838116
17.0,9.0,Leah Remini,171287.94740041433,17.16049264879211
17.0,10.0,Amber Riley,224090.32031982113,22.5761013279559
17.0,10.0,Bill Engvall,173210.46263345284,17.14151355838636
17.0,10.0,Corbin Bleu,213332.1110024988,21.423047453666033
17.0,10.0,Jack Osbourne,202731.4342256306,20.28878898640925
17.0,10.0,Leah Remini,186635.67181859663,18.57054867358245
17.0,11.0,Amber Riley,272288.48470334715,27.366677438974413
17.0,11.0,Bill Engvall,224220.58873728843,22.266290483992222
17.0,11.0,Corbin Bleu,258490.98609260487,25.899625295555378
17.0,11.0,Jack Osbourne,244999.94046675955,24.467406781477983
23.0,1.0,Amber Rose,73145.13522857592,7.272224555047236
23.0,1.0,Babyface,78586.78288790408,7.873010320890662
23.0,1.0,Calvin Johnson Jr.,78687.85812792492,7.884223794624933
23.0,1.0,Jake T. Austin,67702.60749663705,6.674246429639321
23.0,1.0,James Hinchcliffe,92297.11596547389,9.39775371376387
23.0,1.0,Jana Kramer,81237.25251575773,8.166614397210774
23.0,1.0,Laurie Hernandez,92226.4172530989,9.389847567216737
23.0,1.0,Marilu Henner,81383.20301528255,8.182814070353169
23.0,1.0,Maureen McCormick,67627.73889141834,6.666054533295857
23.0,1.0,Rick Perry,62033.52866583067,6.0548461540561895
23.0,1.0,Ryan Lochte,73123.31891296362,7.269836538438995
23.0,1.0,Terra Jole,75961.72220869536,7.582842642820223
23.0,1.0,Vanilla Ice,75987.31883043694,7.585685282642033
23.0,2.0,Amber Rose,69056.74726671245,6.823293513124234
23.0,2.0,Babyface,84267.23187862067,8.503667978113837
23.0,2.0,Calvin Johnson Jr.,79318.32223092135,7.954687066550621
23.0,2.0,Jake T. Austin,69029.51824252674,6.820294278414146
23.0,2.0,James Hinchcliffe,81874.4061790185,8.237982395372159
23.0,2.0,Jana Kramer,82076.41145804703,8.260351151224885
23.0,2.0,Laurie Hernandez,89455.48620115967,9.081338212608397
23.0,2.0,Marilu Henner,76821.36127974844,7.678429177670631
23.0,2.0,Maureen McCormick,74246.08320594559,7.394156929655226
23.0,2.0,Rick Perry,63841.61600431261,6.2525088627331105
23.0,2.0,Ryan Lochte,68913.69153182908,6.807615510137637
23.0,2.0,Terra Jole,87018.77665553056,8.809781388820966
23.0,2.0,Vanilla Ice,74080.34786562737,7.375893535574151
23.0,3.0,Amber Rose,77437.98863024458,7.68258236923832
23.0,3.0,Babyface,77639.36992181087,7.704684280534852
23.0,3.0,Calvin Johnson Jr.,97090.1393683311,9.853471193965307
23.0,3.0,James Hinchcliffe,88672.7330498038,8.920149030998665
23.0,3.0,Jana Kramer,80336.32328818295,8.00084643639326
23.0,3.0,Laurie Hernandez,94272.20842796088,9.54048030721587
23.0,3.0,Marilu Henner,85903.04361595048,8.614138783343076
23.0,3.0,Maureen McCormick,85953.38797365455,8.619683255235282
23.0,3.0,Rick Perry,71835.55923994523,7.069558164115693
23.0,3.0,Ryan Lochte,77523.70652241787,7.692014049894965
23.0,3.0,Terra Jole,91337.30494003152,9.215075890234871
23.0,3.0,Vanilla Ice,71998.2350216661,7.087316238829837
23.0,4.0,Amber Rose,91757.71453022226,9.18016943196005
23.0,4.0,Babyface,70937.97196014308,6.909640486414288
23.0,4.0,Calvin Johnson Jr.,88560.94074366595,8.829274179776185
23.0,4.0,James Hinchcliffe,105826.54819621105,10.732122850128253
23.0,4.0,Jana Kramer,88378.18958657188,8.80929030823686
23.0,4.0,Laurie Hernandez,112732.25813558223,11.497964907850452
23.0,4.0,Marilu Henner,81340.07047601414,8.039533922561576
23.0,4.0,Maureen McCormick,91906.78971863774,9.196544194798308
23.0,4.0,Ryan Lochte,84664.7651894674,8.402671840263658
23.0,4.0,Terra Jole,95351.69403588257,9.575460310368324
23.0,4.0,Vanilla Ice,88543.05742760167,8.827327567642042
23.0,5.0,Amber Rose,104866.4095849051,10.430126342231917
23.0,5.0,Calvin Johnson Jr.,104983.41577555327,10.442845203940472
23.0,5.0,James Hinchcliffe,124819.96573591192,12.609039397322835
23.0,5.0,Jana Kramer,112874.81125809676,11.302360719607343
23.0,5.0,Laurie Hernandez,108973.79943763942,10.877063995487225
23.0,5.0,Marilu Henner,116896.94054247002,11.74163337662446
23.0,5.0,Maureen McCormick,104796.94236824545,10.422567419870425
23.0,5.0,Ryan Lochte,104923.72088696287,10.43634375266578
23.0,5.0,Terra Jole,116863.99441021518,11.738019792249549
23.0,6.0,Amber Rose,93375.50394428885,9.182705040467779
23.0,6.0,Calvin Johnson Jr.,120477.16728263984,12.130457743583998
23.0,6.0,James Hinchcliffe,123490.65713322088,12.460437968397308
23.0,6.0,Jana Kramer,129518.39090999735,13.121644480820695
23.0,6.0,Laurie Hernandez,120428.24592825222,12.125102418766613
23.0,6.0,Marilu Henner,111552.71902110481,11.155553102689726
23.0,6.0,Maureen McCormick,102362.77309340122,10.155785060353711
23.0,6.0,Ryan Lochte,99390.55578711294,9.833426227960697
23.0,6.0,Terra Jole,99403.98689998186,9.834887956959474
18.0,1.0,Amy Purdy,90977.4250188201,9.172593261785591
18.0,1.0,Billy Dee Williams,59361.71411843318,5.714991582842599
18.0,1.0,Candace Cameron Bure,94158.22395612413,9.525100297646178
18.0,1.0,Charlie White,101352.83621890997,10.324867851384225
18.0,1.0,Cody Simpson,83891.95113252649,8.389859371408441
18.0,1.0,Danica McKellar,90902.50696153732,9.164252946444185
18.0,1.0,Diana Nyad,70064.87234468113,6.874417847863675
18.0,1.0,Drew Carey,80394.7510979521,8.004971041368169
18.0,1.0,James Maslow,80495.22920761457,8.016026481009929
18.0,1.0,Meryl Davis,90855.60141233256,9.159066444947614
18.0,1.0,NeNe Leakes,80523.95708998648,8.019195802174925
18.0,1.0,Sean Avery,77020.93144108196,7.63465707112447
18.0,2.0,Amy Purdy,97644.4795574214,9.827731176853163
18.0,2.0,Billy Dee Williams,63904.742878314035,6.151621644112911
18.0,2.0,Candace Cameron Bure,86681.44121458376,8.623058628997324
18.0,2.0,Charlie White,101383.91965951418,10.24041999832703
18.0,2.0,Cody Simpson,90331.91468030553,9.023279993728176
18.0,2.0,Danica McKellar,97651.52493386896,9.828526808377296
18.0,2.0,Drew Carey,86530.39711249033,8.60653091056484
18.0,2.0,James Maslow,101552.22956151767,10.259025334029797
18.0,2.0,Meryl Davis,101493.740294304,10.252536196476473
18.0,2.0,NeNe Leakes,86355.25835279956,8.587326448640495
18.0,2.0,Sean Avery,86470.35175488061,8.599942859892487
18.0,3.0,Amy Purdy,115418.85168457778,11.579541075251985
18.0,3.0,Candace Cameron Bure,103563.03776257389,10.287972270766922
18.0,3.0,Charlie White,115323.83514718535,11.569179416822635
18.0,3.0,Cody Simpson,112430.78353148486,11.253361698090202
18.0,3.0,Danica McKellar,115549.78773056138,11.593857915689856
18.0,3.0,Drew Carey,97673.76290297342,9.64924231691474
18.0,3.0,James Maslow,115247.30990596197,11.560818121904106
18.0,3.0,Meryl Davis,124185.84653994725,12.538928166609429
18.0,3.0,NeNe Leakes,100606.78479473409,9.967099017950128
18.0,4.0,Amy Purdy,114357.2125211419,11.463404520059093
18.0,4.0,Candace Cameron Bure,95496.40640699974,9.413429291659945
18.0,4.0,Charlie White,111142.37592856184,11.112631816215442
18.0,4.0,Cody Simpson,105007.78684243056,10.444798448677801
18.0,4.0,Danica McKellar,107946.47374811812,10.764480558690055
18.0,4.0,Drew Carey,111129.81567977011,11.11127411010656
18.0,4.0,James Maslow,117192.40245036375,11.77313933173699
18.0,4.0,Meryl Davis,129529.55993134758,13.125004446745406
18.0,4.0,NeNe Leakes,108197.9664912664,10.791837476108707
18.0,5.0,Amy Purdy,114442.09306927247,11.472229590811363
18.0,5.0,Candace Cameron Bure,108957.88095187843,10.874192435627185
18.0,5.0,Charlie White,114402.17665084646,11.467869343329506
18.0,5.0,Cody Simpson,106022.29969464129,10.554709973637404
18.0,5.0,Danica McKellar,120414.07849515181,12.125081726860845
18.0,5.0,Drew Carey,88881.47144230375,8.699166526797095
18.0,5.0,James Maslow,123205.57905520483,12.43077321164919
18.0,5.0,Meryl Davis,111876.96267149047,11.192331355391405
18.0,5.0,NeNe Leakes,111797.4579692105,11.183645835896012
18.0,6.0,Amy Purdy,133924.17807229658,13.468852464296589
18.0,6.0,Candace Cameron Bure,114334.14969120777,11.342948677681933
18.0,6.0,Charlie White,127539.67070270964,12.774291526685104
18.0,6.0,Danica McKellar,127593.6645463111,12.780155490870154
18.0,6.0,Drew Carey,114435.20853726176,11.353857011613647
18.0,6.0,James Maslow,124179.50226404627,12.409367312280839
18.0,6.0,Meryl Davis,140522.81422196375,14.188281142878415
18.0,6.0,NeNe Leakes,117470.81196420312,11.682246373693314
18.0,7.0,Amy Purdy,147817.3426417295,14.821406973123773
18.0,7.0,Candace Cameron Bure,146190.5541524316,14.645400547360678
18.0,7.0,Charlie White,140366.88268966094,14.015995942263823
18.0,7.0,Danica McKellar,142363.29605686112,14.231633411558276
18.0,7.0,James Maslow,138711.42734965944,13.83728174822173
18.0,7.0,Meryl Davis,153330.84609683813,15.418554362673577
18.0,7.0,NeNe Leakes,131219.6510128193,13.02972701479815
18.0,8.0,Amy Purdy,176364.11973113124,17.70961373732595
18.0,8.0,Candace Cameron Bure,159831.0676897347,15.93174896969238
18.0,8.0,Charlie White,176251.68582745062,17.697493850587502
18.0,8.0,Danica McKellar,167969.81195088231,16.80609245239175
18.0,8.0,James Maslow,159895.26095305008,15.938646759780253
18.0,8.0,Meryl Davis,159688.05384775109,15.916404230222161
18.0,9.0,Amy Purdy,203804.6245643401,20.406327187859926
18.0,9.0,Candace Cameron Bure,189237.9034933513,18.850595152140478
18.0,9.0,Charlie White,199132.64714820267,19.906917806483477
18.0,9.0,James Maslow,198988.4578330115,19.891513887007843
18.0,9.0,Meryl Davis,208836.36696109443,20.944645966508272
18.0,10.0,Amy Purdy,258224.77291986873,25.87230438518906
18.0,10.0,Candace Cameron Bure,228065.65687916017,22.67396287939671
18.0,10.0,James Maslow,252717.6347762158,25.28738079815227
18.0,10.0,Meryl Davis,260991.93542475533,26.166351937261965
22.0,1.0,Antonio Brown,88089.84972547396,8.851611193438297
22.0,1.0,Doug Flutie,65106.413650746035,6.334521129795132
22.0,1.0,Geraldo Rivera,57270.23250521664,5.489156120880515
22.0,1.0,Ginger Zee,95692.74956730119,9.693719963287744
22.0,1.0,Jodie Sweetin,84286.60358778709,8.431887755015667
22.0,1.0,Kim Fields,84304.0003890894,8.433797860062306
22.0,1.0,Marla Maples,88224.4591952827,8.866479812831676
22.0,1.0,Mischa Barton,69035.49111861365,6.761131850436627
22.0,1.0,Nyle DiMarco,95840.02996247512,9.710072308914729
22.0,1.0,Paige VanZant,88196.877468369,8.863423098353648
22.0,1.0,Von Miller,88167.86507726242,8.860199540106969
22.0,1.0,Wanya Morris,95785.4277523828,9.703999366876694
22.0,2.0,Antonio Brown,80820.20413676945,8.050910099256097
22.0,2.0,Doug Flutie,84555.40122395141,8.46210544515291
22.0,2.0,Geraldo Rivera,57338.52904335352,5.49694066004265
22.0,2.0,Ginger Zee,88497.37047656238,8.897235925479295
22.0,2.0,Jodie Sweetin,88536.9610747152,8.901630743138915
22.0,2.0,Kim Fields,80730.52118886584,8.04103742814044
22.0,2.0,Marla Maples,84745.80508391696,8.48310332813834
22.0,2.0,Mischa Barton,65198.79995485738,6.344946369024025
22.0,2.0,Nyle DiMarco,84746.72200391623,8.483188107123874
22.0,2.0,Paige VanZant,100072.69966830402,10.18126497893265
22.0,2.0,Von Miller,84613.80376303743,8.468530522445658
22.0,2.0,Wanya Morris,100143.1823817502,10.189106393125154
22.0,3.0,Antonio Brown,84875.72133282485,8.427559760428828
22.0,3.0,Doug Flutie,85132.37188346688,8.455637703844474
22.0,3.0,Ginger Zee,88986.9599922753,8.877919162450285
22.0,3.0,Jodie Sweetin,96506.35884788423,9.704709158556104
22.0,3.0,Kim Fields,92553.96108788544,9.269666090100207
22.0,3.0,Marla Maples,88827.26085363582,8.860415135895884
22.0,3.0,Mischa Barton,77189.88306362367,7.589188914855049
22.0,3.0,Nyle DiMarco,104074.17330380023,10.540422482555735
22.0,3.0,Paige VanZant,96597.99412970901,9.714821707261075
22.0,3.0,Von Miller,84788.44609543792,8.41800417412982
22.0,3.0,Wanya Morris,100466.86940945665,10.141655709922539
22.0,4.0,Antonio Brown,108937.91904422706,10.976152189250458
22.0,4.0,Doug Flutie,77179.40537485392,7.516445851661587
